Landroid/system/Int32Ref;->value:I,unsupported
Landroid/system/NetlinkSocketAddress;-><init>(II)V,unsupported
Landroid/system/Os;->setsockoptIfreq(Ljava/io/FileDescriptor;IILjava/lang/String;)V,unsupported
Landroid/system/OsConstants;-><init>()V,unsupported
Landroid/system/OsConstants;->ARPHRD_LOOPBACK:I,unsupported
Landroid/system/OsConstants;->CAP_TO_INDEX(I)I,unsupported
Landroid/system/OsConstants;->CAP_TO_MASK(I)I,unsupported
Landroid/system/OsConstants;->EUSERS:I,unsupported
Landroid/system/OsConstants;->IP_MULTICAST_ALL:I,unsupported
Landroid/system/OsConstants;->IP_RECVTOS:I,unsupported
Landroid/system/OsConstants;->MAP_POPULATE:I,unsupported
Landroid/system/OsConstants;->O_DIRECT:I,unsupported
Landroid/system/OsConstants;->PR_CAP_AMBIENT:I,unsupported
Landroid/system/OsConstants;->PR_CAP_AMBIENT_RAISE:I,unsupported
Landroid/system/OsConstants;->RLIMIT_NOFILE:I,unsupported
Landroid/system/OsConstants;->RTMGRP_IPV4_IFADDR:I,unsupported
Landroid/system/OsConstants;->RTMGRP_IPV4_MROUTE:I,unsupported
Landroid/system/OsConstants;->RTMGRP_IPV4_ROUTE:I,unsupported
Landroid/system/OsConstants;->RTMGRP_IPV4_RULE:I,unsupported
Landroid/system/OsConstants;->RTMGRP_IPV6_IFADDR:I,unsupported
Landroid/system/OsConstants;->RTMGRP_IPV6_IFINFO:I,unsupported
Landroid/system/OsConstants;->RTMGRP_IPV6_MROUTE:I,unsupported
Landroid/system/OsConstants;->RTMGRP_IPV6_PREFIX:I,unsupported
Landroid/system/OsConstants;->RTMGRP_IPV6_ROUTE:I,unsupported
Landroid/system/OsConstants;->RTMGRP_LINK:I,unsupported
Landroid/system/OsConstants;->RTMGRP_NOTIFY:I,unsupported
Landroid/system/OsConstants;->RTMGRP_TC:I,unsupported
Landroid/system/OsConstants;->SO_DOMAIN:I,unsupported
Landroid/system/OsConstants;->SO_PROTOCOL:I,unsupported
Landroid/system/OsConstants;->SPLICE_F_MORE:I,unsupported
Landroid/system/OsConstants;->SPLICE_F_MOVE:I,unsupported
Landroid/system/OsConstants;->SPLICE_F_NONBLOCK:I,unsupported
Landroid/system/OsConstants;->TIOCOUTQ:I,unsupported
Landroid/system/OsConstants;->UDP_ENCAP:I,unsupported
Landroid/system/OsConstants;->UDP_ENCAP_ESPINUDP:I,unsupported
Landroid/system/OsConstants;->UDP_ENCAP_ESPINUDP_NON_IKE:I,unsupported
Landroid/system/OsConstants;->UNIX_PATH_MAX:I,unsupported
Landroid/system/OsConstants;->XATTR_CREATE:I,unsupported
Landroid/system/OsConstants;->XATTR_REPLACE:I,unsupported
Landroid/system/OsConstants;->_LINUX_CAPABILITY_VERSION_3:I,unsupported
Landroid/system/OsConstants;->initConstants()V,unsupported
Landroid/system/OsConstants;->placeholder()I,unsupported
Landroid/system/PacketSocketAddress;-><init>(I[B)V,unsupported
Landroid/system/PacketSocketAddress;-><init>(SI)V,unsupported
Lcom/android/okhttp/Connection;->getSocket()Ljava/net/Socket;,unsupported
Lcom/android/okhttp/ConnectionPool;->connections:Ljava/util/Deque;,unsupported
Lcom/android/okhttp/ConnectionPool;->keepAliveDurationNs:J,unsupported
Lcom/android/okhttp/ConnectionPool;->maxIdleConnections:I,unsupported
Lcom/android/okhttp/ConnectionPool;->systemDefault:Lcom/android/okhttp/ConnectionPool;,unsupported
Lcom/android/okhttp/HttpHandler;-><init>()V,unsupported
