Landroid/app/usage/NetworkStats$Bucket;-><init>()V,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->DEFAULT_NETWORK_ALL:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->DEFAULT_NETWORK_NO:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->DEFAULT_NETWORK_YES:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->METERED_ALL:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->METERED_NO:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->METERED_YES:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->ROAMING_ALL:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->ROAMING_NO:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->ROAMING_YES:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->STATE_ALL:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->STATE_DEFAULT:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->STATE_FOREGROUND:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->TAG_NONE:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->UID_ALL:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->UID_REMOVED:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->UID_TETHERING:I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->convertDefaultNetworkStatus(I)I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->convertMetered(I)I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->convertRoaming(I)I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->convertSet(I)I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->convertState(I)I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->convertTag(I)I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->convertUid(I)I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->getDefaultNetworkStatus()I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getEndTimeStamp()J,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getMetered()I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getRoaming()I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getRxBytes()J,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getRxPackets()J,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getStartTimeStamp()J,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getState()I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getTag()I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getTxBytes()J,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getTxPackets()J,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->getUid()I,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats$Bucket;->mBeginTimeStamp:J,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mDefaultNetworkStatus:I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mEndTimeStamp:J,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mMetered:I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mRoaming:I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mRxBytes:J,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mRxPackets:J,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mState:I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mTag:I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mTxBytes:J,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mTxPackets:J,lo-prio,max-target-o
Landroid/app/usage/NetworkStats$Bucket;->mUid:I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;-><init>(Landroid/content/Context;Landroid/net/NetworkTemplate;IJJLandroid/net/INetworkStatsService;)V,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->TAG:Ljava/lang/String;,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->close()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats;->fillBucketFromSummaryEntry(Landroid/app/usage/NetworkStats$Bucket;)V,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->finalize()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats;->getDeviceSummaryForNetwork()Landroid/app/usage/NetworkStats$Bucket;,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->getNextBucket(Landroid/app/usage/NetworkStats$Bucket;)Z,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats;->getNextHistoryBucket(Landroid/app/usage/NetworkStats$Bucket;)Z,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->getNextSummaryBucket(Landroid/app/usage/NetworkStats$Bucket;)Z,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->getSummaryAggregate()Landroid/app/usage/NetworkStats$Bucket;,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->getUid()I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->hasNextBucket()Z,public-api,sdk,system-api,test-api
Landroid/app/usage/NetworkStats;->hasNextUid()Z,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->isUidEnumeration()Z,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->mCloseGuard:Ldalvik/system/CloseGuard;,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->mEndTimeStamp:J,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->mEnumerationIndex:I,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->mHistory:Landroid/net/NetworkStatsHistory;,lo-prio,max-target-o
Landroid/app/usage/NetworkStats;->mRecycledHistoryEntry:Landroid/net/NetworkStatsHistory$Entry;,lo-prio,max-target-o
